stamp,img_delta,blur,lin_acc.x,lin_acc.y,lin_acc.z,ang_vel.x,ang_vel.y,ang_vel.z,rpe,ate,drift
1403636860051666432,49.85857,905.8482114822206,6.644005375,0.4576436666666666,-1.9286411666666663,-0.0774926187885482,-0.0153588974175501,0.085870199198121,24.433406857676584,13.044816569264933,0.5085335853132165
1403636860551666432,49.196005,242.92309133828712,10.019127416666668,-0.5311935416666667,-5.254729958333334,0.0265290046303138,-0.3274237676741362,0.1494001839707146,25.77521601010508,8.868375977830274,-0.2291990751225299
1403636861051666432,48.945189,258.71307758798514,9.602344791666663,-0.2043052083333333,-4.797086291666667,0.0188495559215387,0.2513274122871834,0.0600393262686049,3.121463806973739,10.077729830141962,0.22115591905386722
1403636861551666432,36.934853,937.7339526591225,5.965712083333332,0.024516625,-1.9286411666666663,-0.0977384381116824,0.0747000919853573,0.0411897703470661,26.50863164761066,14.630466232006652,-0.030730457276341383
1403636862051666432,39.544821,264.15596488663675,10.092677291666664,-0.3105439166666667,-4.257720541666666,0.0635299847725936,-0.3658210112180114,0.2010619298297467,29.901138461652316,9.234023495713691,0.19630190986522678
1403636862551666432,50.568342,250.6280990371409,9.888372083333332,0.2124774166666666,-4.576436666666666,-0.1626646862858715,0.228987197861656,0.0307177948351002,1.9194344546011928,9.987643009316026,0.19570356263126776
1403636863051666432,45.65382,609.1443125262304,5.720545833333333,0.1879607916666666,-1.9695022083333331,-0.0216420827247296,0.2597049926967562,-0.0432841654494593,30.05187155157827,18.321951602022402,0.5397304017260538
1403636863551666432,60.201406,280.0822443187539,9.790305583333332,0.0,-3.9880376666666666,0.1494001839707146,-0.2904227875318564,0.2673844414055313,27.818094458382227,9.303051307555805,-0.48112447430322547
1403636864051666432,44.824362,278.8061056347937,10.419565625,-0.3350605416666666,-5.426346333333333,0.0886627260013119,0.1494001839707146,0.0481710873550434,10.757503314799594,9.729058128352822,0.17522894940577416
1403636864551666432,39.889098,310.7482179200618,7.191543333333333,-0.465815875,-2.655967708333333,0.0642281164733913,0.478918346747244,0.3036872898470133,32.217959553939465,19.023372537898382,0.9588504934893791
1403636865051666432,49.779654,322.64625811883315,9.005773583333333,-0.3023717083333333,-4.045243125,-0.0027925268031909,-0.2261946710584651,0.057246799465414,20.082807751475986,10.368377301995157,-0.8675295883481482
1403636865551666432,60.179711,703.8651131068156,11.204097625,-0.612915625,-5.777751291666666,0.0209439510239319,-0.1647590813882647,-0.0090757121103705,19.14261325048643,9.465246919256519,0.4763783765321339
1403636866051666432,46.098709,230.37808813170025,8.245758208333333,-0.0817220833333333,-3.2443667083333327,-0.0558505360638185,0.6066764479932288,0.1598721594826805,30.363287663665844,15.971522460396134,-0.12127980209844935
1403636866551666432,50.146341,439.1490649262327,8.482752249999999,-0.0081722083333333,-2.974683833333333,-0.046774823953448,-0.1996656664281513,0.0370009801422797,2.1708618866714167,16.404784047051116,-1.7377942352347944
1403636867051666432,50.245523,439.8757752371727,10.084505083333331,-0.1470997499999999,-4.576436666666666,-0.0209439510239319,-0.2450442269800038,0.1556833692778942,23.024828095958945,9.345506724582085,-0.09073606786617816
1403636867551666432,49.785614,263.2658679278425,7.763597916666666,0.1797885833333333,-4.985047083333333,-0.0893608577021096,-0.5145230634879283,-0.0446804288510548,3.688313693947713,10.358087354934451,0.030943158165293028
1403636868051666432,40.233135,321.25255036779595,5.696029208333333,-0.4576436666666666,-7.698220249999999,-0.0132645023151569,0.3106686068549906,0.1214749159388053,2.998613138263847,10.76549787219361,0.007743755938525609
1403636868551666432,47.460318,542.8708004303384,6.513250041666667,-0.2369940416666666,-7.093476833333334,-0.1075122819228507,0.1954768762233649,0.1661553447898601,3.202126458022719,10.936045074690911,0.0007679761458625478
1403636869051666432,51.797867,649.1736563303532,6.398839124999999,-0.392266,-7.117993458333333,0.1082104136236484,0.1075122819228507,0.0579449311662117,3.6609254850592223,11.060632642338978,0.009072310195611166
1403636869551666432,39.84785,743.7233294104561,6.61948875,0.2615106666666666,-7.134337875,-0.0146607657167523,0.0321140582366956,0.0816814089933346,0.4711618063094649,11.172762024505303,-0.001861691993715553
1403636870051666432,49.707174,211.3936807402405,6.554111083333333,0.0326888333333333,-7.003582541666666,-0.1263618378443894,0.0300196631343024,0.2234021442552742,21.598014053316298,10.609297093103427,0.1820824013415745
1403636870551666432,46.249151,203.0358009890217,6.464216791666666,-0.3105439166666667,-7.093476833333334,-0.0335103216382911,-0.0900589894029074,0.2750638901143063,32.274228737207466,10.063214956177633,0.20036885270050142
1403636871051666432,50.144672,324.7340369975525,6.627660958333332,-0.5475379583333333,-6.946377083333333,0.0642281164733913,-0.064926248174189,0.2450442269800038,11.845267437380505,9.7541511798898,0.005249810978583014
1403636871551666432,43.137788,224.42215411955496,6.627660958333332,-1.0296982499999998,-7.175198916666666,0.0663225115757845,0.0048869219055841,0.0719075651821663,12.034239143594462,9.194546147186356,-0.04402820227765858
1403636872051666432,54.762364,207.1396765429293,6.840138375,-0.1797885833333333,-6.913688249999999,0.2171189589480945,0.122173047639603,-0.007679448708775,35.33596400338691,9.633683380741992,0.11693091471078176
1403636872551666432,50.102949,665.7593718168758,7.10982125,0.7927042083333332,-7.330470875,0.0495673507566389,0.0495673507566389,0.0,29.011075298929644,10.296578915806636,0.044990971170040694
1403636873051666432,54.959298,238.97645073315007,6.970893708333333,0.196133,-7.126165666666666,-0.1661553447898601,0.0460766922526503,0.132645023151569,15.178384913525388,10.655983997706482,-0.06506440946541936
1403636873551666432,45.39299,159.0211452020058,6.047434166666666,-1.1686257916666667,-7.265093208333333,-0.1947787445225671,-0.0586430628670094,0.1605702911834783,40.554998246115545,9.565966976173756,-0.22034765420269942
1403636874051666432,50.192594,598.1202736821118,6.554111083333333,-1.2748645,-7.338643083333332,-0.0516617458590321,0.0335103216382911,0.1151917306316257,16.886112311310498,9.566974941463545,0.5634642723658807
1403636874551666432,54.676294,156.59959839836552,6.194533916666667,-1.372931,-7.363159708333333,0.0684169066781777,0.1228711793404008,-0.0041887902047863,19.02645456780209,9.165548820514148,-0.0058568053694667555
1403636875051666432,50.254583,382.14025932231806,7.379504124999999,0.2941994999999999,-6.962721499999999,-0.0230383461263251,0.2352703831688356,0.140324471860344,36.060040331212065,9.939113095608624,-0.00713094785392876
1403636875551666432,59.99279,365.3561565332283,6.823793958333333,0.0817220833333333,-7.322298666666667,-0.057246799465414,-0.0949459113084915,0.3064798166502042,14.439431883915796,9.339177221291019,0.08203748089851892
1403636876051666432,49.580336,124.44160848785349,7.918869874999999,-0.5311935416666667,-6.161845083333333,-0.5557128338349946,0.1647590813882647,0.3106686068549906,28.040510504637297,12.692886695771627,2.3802754219696762
1403636876551666432,50.020218,166.59542455582366,7.518431666666666,-1.7570247916666666,-6.202706124999999,-0.1256637061435917,0.2275909344600605,0.0041887902047863,36.70442450465,12.93443768477706,0.09499819833057188
1403636877051666432,46.418667,188.54189371290428,6.390666916666666,-1.9041245416666663,-7.265093208333333,0.6639232474586428,0.1193805208364121,-0.4237659423842232,32.80635035822767,9.901357597755219,-0.256415214386454
1403636877551666432,49.110651,158.62216162730743,6.333461458333334,0.5066769166666666,-7.526603874999999,0.450294947014537,-0.2534218073895766,-0.0788888821901436,46.92637373899071,12.40950536921786,0.7153796899238447
1403636878051666432,49.389839,292.93757058449813,7.40402075,0.8417374583333332,-6.554111083333333,-0.4125958351714595,-0.0733038285837618,0.2960078411382383,20.024495997658374,19.40389130038744,2.7569592946854655
1403636880401666560,60.157061,279.57778966729944,7.681875833333333,-0.8744262916666666,-6.733899666666666,-0.5801474433629151,0.1696460032938488,0.3337069529813158,20.683432006535018,10.50472775184629,0.06354153211806945
1403636880901666560,48.707008,247.15995618138737,8.164036124999999,-0.93163175,-5.213868916666666,0.2548180707911721,0.1291543646475804,-0.0160570291183478,15.161338084781473,10.330953840791523,-0.008598648666358955
1403636881401666560,60.365677,535.9947386362613,7.976075333333333,0.907115125,-5.123974625,0.1710422666954443,0.0774926187885482,-0.2562143341927675,23.723921691595926,10.56599298797749,-0.014299813165621345
1403636881901666560,60.763836,311.2741349795858,7.060788,0.3023717083333333,-6.742071875,-0.1668534764906579,-0.0404916386462684,0.2310815929640492,27.045320537177663,9.794510972148426,-0.10368788830660769
1403636882401666560,39.700985,383.0919995874178,7.804458958333332,-1.846919083333333,-5.581618291666667,0.0684169066781777,0.0970403064108847,0.0509636141582344,28.03571066113942,11.076104990923122,0.019577538092736546
1403636882901666560,60.646534,320.3936926261242,8.368341333333333,-0.4004382083333333,-3.9144877916666654,0.5319763560078716,0.2708750999095199,-0.0593411945678072,12.409547669396353,11.907206014828224,0.09035953154075038
1403636883401666560,50.438643,492.0248414255538,9.536967125,-0.3268883333333333,-3.9390044166666662,0.1473057888683213,0.1033234917180643,0.0907571211037051,11.771492676611134,12.664055484270442,0.02012369074219933
1403636883901666560,56.569576,572.6244853185045,9.471589458333332,-0.4249548333333333,-3.0073726666666665,0.0376991118430775,0.0432841654494593,0.0418879020478639,3.109536417068223,13.057481018602001,0.046145362119528244
1403636884401666560,49.53146,654.029337503673,9.422556208333331,-0.5148491249999999,-2.427145875,0.0055850536063818,0.0223402144255274,0.0907571211037051,0.4170743778420206,13.102711662391735,-0.006054603222089838
1403636884901666560,61.0466,659.961374818844,9.357178541666666,-0.612915625,-2.508867958333333,0.0125663706143591,0.0069813170079773,0.1026253600172665,0.06301683449243832,13.078040887267955,-0.0011470332437770736
1403636885401666560,49.589157,666.7162092290238,9.46341725,-0.4739880833333333,-2.672312125,-0.0069813170079773,0.0160570291183478,0.0712094334813686,0.04832943716652298,13.11385303212044,0.0026817087578425713
1403636885901666560,50.388098,666.6270093401489,9.340834125,-0.2941994999999999,-2.5660734166666663,-0.0013962634015954,0.0055850536063818,0.0942477796076938,0.02991043592561762,13.10398713047729,-0.0054279983691536415
