stamp,img_delta,blur,lin_acc.x,lin_acc.y,lin_acc.z,ang_vel.x,ang_vel.y,ang_vel.z
1403637130588318976,12.408971,637.8556865883058,9.430728416666666,-0.9724927916666666,-2.582417833333333,-0.02722713633111154,0.02234021442552742,0.07749261878854824
1403637130638319104,49.544573,640.3091062604892,9.561483749999999,-0.4494714583333333,-2.3290793749999996,0.005585053606381855,0.025132741228718346,0.048869219055841226
1403637130688318976,49.108029,630.6691818860056,9.406211791666665,-1.1522813749999998,-2.263701708333333,-0.03560471674068433,-0.011868238913561441,0.0991347015132779
1403637130738319104,50.578117,626.9686668439666,8.956740333333332,-1.0215260416666667,-2.5006957499999998,0.020943951023931952,0.0307177948351002,0.08028514559173915
1403637130788318976,48.454046,634.9836019699829,9.324489708333333,-0.6864655000000001,-2.3944570416666666,-0.008377580409572781,0.05445427266222308,0.07539822368615504
1403637130838319104,51.172972,627.4339396806555,9.054806833333332,-1.0378704583333334,-2.378112625,-0.0020943951023931952,0.047472955654245766,0.08517206749732328
1403637130888318976,49.791813,635.4799285222092,9.553311541666666,-0.7028099166666667,-2.4925235416666665,0.02652900463031381,0.04468042885105484,0.12845623294678266
1403637130938319104,50.258875,644.8223902856456,9.275456458333332,-0.6782932916666666,-2.378112625,-0.0006981317007977319,0.025132741228718346,0.06073745796940267
1403637130988318976,56.833744,642.8629792619404,9.308145291666667,-0.53936575,-2.5252123749999997,-0.019547687622336492,0.024434609527920613,0.06632251157578452
1403637131038319104,55.761575,633.5327625401105,9.675894666666666,-0.13075533333333333,-2.378112625,0.019547687622336492,0.016755160819145562,0.06981317007977318
1403637131088318976,37.025214,633.3088790636363,9.406211791666665,-0.9234595416666666,-2.3127349583333334,-0.009773843811168246,-0.009773843811168246,0.08237954069413235
1403637131138319104,49.960375,617.721761145618,9.536967125,0.34323275000000003,-2.811239666666667,0.04817108735504349,0.0020943951023931952,0.1361356816555577
1403637131188318976,49.554824,638.3828152561987,9.684066875,-0.9152873333333333,-2.3944570416666666,-0.014660765716752367,0.01884955592153876,0.03560471674068433
1403637131238319104,50.710678,642.3772024578884,9.7085835,-0.612915625,-2.476179125,0.0027925268031909274,0.014660765716752367,0.1054178868204575
1403637131288318976,57.061673,641.9685366047413,9.536967125,-0.5557101666666666,-2.5170401666666664,-0.039095375244672985,0.016057029118347832,0.04537856055185257
1403637131338319104,43.052196,643.7844913441031,9.569655958333334,-0.7600153749999999,-2.574245625,0.006981317007977318,0.028623399732707,0.08936085770210968
1403637131388318976,49.707413,630.6553932354956,9.855683249999998,-0.6047434166666666,-2.1983240416666665,0.032114058236695664,0.008377580409572781,0.09075712110370514
1403637131438319104,50.187111,619.2892675069003,9.471589458333332,-0.21247741666666667,-2.557901208333333,0.025132741228718346,-0.013264502315156905,0.05585053606381855
1403637131488318976,60.501337,641.6409269380642,9.471589458333332,-0.24516625,-2.5905900416666663,-0.016057029118347832,0.006981317007977318,0.07958701389094143
1403637131538319104,39.221287,641.4647633631824,9.504278291666665,-0.6292600416666666,-2.5415567916666664,-0.02652900463031381,0.023736477827122883,0.07609635538695278
1403637131588318976,50.021886,634.942290001662,9.553311541666666,-0.6701210833333332,-2.3127349583333334,-0.02024581932313422,0.012566370614359173,0.11030480872604163
1403637131638319104,50.133944,643.3907163863312,9.381695166666667,-0.9398039583333333,-2.5006957499999998,0.009075712110370514,0.0153588974175501,0.059341194567807204
1403637131688318976,49.820185,644.8457917757553,9.504278291666665,-0.5965712083333333,-2.476179125,-0.009075712110370514,0.031415926535897934,0.07958701389094143
1403637131738319104,57.724476,643.1750303425789,9.545139333333333,-0.6782932916666666,-2.4189736666666666,-0.006283185307179587,0.017453292519943295,0.06073745796940267
1403637131788318976,41.453838,642.3254460315045,9.716755708333332,-0.35140495833333335,-2.5170401666666664,0.005585053606381855,0.02234021442552742,0.11030480872604163
1403637131838319104,51.12648,640.8508586482333,9.684066875,-0.35140495833333335,-2.5252123749999997,-0.011868238913561441,0.010471975511965976,0.050963614158234416
1403637131888318976,49.829006,638.4148990747881,9.692239083333332,-0.7109821249999999,-2.5006957499999998,-0.011868238913561441,0.005585053606381855,0.07539822368615504
1403637131938319104,50.276518,641.6584634913106,9.520622708333333,-0.6210878333333334,-2.476179125,0.0020943951023931952,0.013264502315156905,0.07749261878854824
1403637131988318976,56.772471,639.3800365069808,9.651378041666666,-0.44129925,-2.4516625,-0.00767944870877505,0.016057029118347832,0.039793506945470715
1403637132038319104,43.037176,638.6113779575679,9.553311541666666,-0.7518431666666666,-2.3862848333333333,-0.013264502315156905,-0.0013962634015954637,0.08098327729253688
1403637132088318976,49.990892,644.4373530294482,9.36535075,-0.73549875,-2.459834708333333,0.003490658503988659,0.019547687622336492,0.06841690667817772
1403637132138319104,57.549477,637.0061775847543,9.438900625,-1.0296982499999998,-2.549729,-0.0153588974175501,0.03490658503988659,0.04956735075663895
1403637132188318976,42.221069,641.3220206930378,9.651378041666666,-0.4985047083333333,-2.3209071666666663,0.013264502315156905,0.021642082724729686,0.1096066770252439
1403637132238319104,50.298214,640.5258699013772,9.414383999999998,-0.7600153749999999,-2.557901208333333,-0.01884955592153876,0.016057029118347832,0.032812189937493394
1403637132288318976,49.85404,639.4769473752665,9.602344791666665,-0.53936575,-2.5415567916666664,0.005585053606381855,0.0307177948351002,0.09075712110370514
1403637132338319104,50.056696,642.6393532671663,9.659550249999999,-0.7763597916666666,-2.3699404166666667,0.014660765716752367,0.011868238913561441,0.11030480872604163
1403637132388318976,62.05821,641.549697723542,9.349006333333334,-0.392266,-2.574245625,-0.005585053606381855,0.02234021442552742,0.08447393579652555
1403637132438319104,45.282364,642.7439134143243,9.455245041666666,-0.6782932916666666,-2.459834708333333,-0.016057029118347832,0.03560471674068433,0.046076692252650306
1403637132488318976,42.313099,644.0654088675459,9.46341725,-0.7518431666666666,-2.3209071666666663,0.0027925268031909274,0.019547687622336492,0.09983283321407566
1403637132538319104,50.3788,643.4355984616953,9.487933875,-0.43312704166666666,-2.459834708333333,-0.013264502315156905,0.01815142422074103,0.04817108735504349
1403637132588318976,49.060106,642.4376188042289,9.46341725,-0.7518431666666666,-2.3944570416666666,-0.009075712110370514,0.009773843811168246,0.07609635538695278
1403637132638319104,50.959349,642.1066347228088,9.299973083333333,-0.6864655000000001,-2.4516625,0.004886921905584123,0.02652900463031381,0.09564404300928926
1403637132688318976,49.341201,642.083423788956,9.406211791666665,-0.416782625,-2.557901208333333,-0.0020943951023931952,0.0307177948351002,0.08517206749732328
1403637132738319104,50.828934,642.9408187405247,9.471589458333332,-0.7109821249999999,-2.288218333333333,0.003490658503988659,0.02234021442552742,0.1228711793404008
1403637132788318976,48.858166,643.4075213231541,9.332661916666666,-0.7681875833333334,-2.5660734166666663,-0.009075712110370514,0.023038346126325153,0.041887902047863905
1403637132838319104,50.835609,641.2067785724889,9.357178541666666,-0.5965712083333333,-2.3944570416666666,-0.0020943951023931952,0.032812189937493394,0.10192722831646883
1403637132888318976,51.123858,632.876470109878,9.430728416666666,-0.5148491249999999,-2.4516625,-0.006283185307179587,0.041189770347066175,0.0879645943005142
1403637132938319104,48.97356,636.4816544764593,9.26728425,-1.0869037083333333,-2.4108014583333333,-0.0020943951023931952,0.02722713633111154,0.08517206749732328
1403637132988318976,62.779188,636.1110342792591,9.667722458333333,-0.24516625,-2.3699404166666667,-0.005585053606381855,-0.019547687622336492,0.11239920382843484
1403637133038319104,37.068844,637.9982096187158,9.1201845,-0.7191543333333333,-2.69682875,-0.02024581932313422,0.029321531433504733,0.06492624817418906
1403637133088318976,50.264597,573.8899625019152,9.259112041666667,-1.299381125,-2.778550833333333,0.04049163864626844,0.10332349171806432,0.09704030641088471
1403637133138319104,49.832583,614.6451505979545,9.610517,-0.40861041666666664,-2.288218333333333,0.017453292519943295,0.031415926535897934,0.09704030641088471
1403637133188318976,59.025526,616.8716052627084,9.152873333333332,-0.4739880833333333,-2.0021910416666664,-0.09005898940290741,0.01884955592153876,-0.04328416544945937
1403637133238319104,41.180133,623.5057844815999,9.986438583333333,-0.4903325,-2.9174783749999995,-0.09005898940290741,-0.01815142422074103,-0.0439822971502571
1403637133288318976,50.515891,637.6487089981041,9.855683249999998,-0.5311935416666667,-2.5905900416666663,-0.029321531433504733,-0.019547687622336492,0.050963614158234416
1403637133338319104,50.219059,566.7687801764292,10.092677291666664,-0.4004382083333333,-2.6641399166666666,-0.12356931104119852,-0.048869219055841226,0.027925268031909273
1403637133388318976,49.863815,514.8504848180705,9.136528916666666,-0.6456044583333332,-2.4843513333333336,-0.15289084247470325,-0.07539822368615504,0.08447393579652555
1403637133438319104,50.008535,626.9280769888006,8.597163166666666,-0.8008764166666666,-2.672312125,0.0027925268031909274,-0.114493598930828,0.1466076571675237
1403637133488318976,57.979584,566.6336360420353,9.553311541666666,0.563882375,-1.6753027083333332,-0.08936085770210968,-0.21362830044410594,0.11519173063162574
1403637133538319104,41.90135,548.8719082999107,9.136528916666666,-0.612915625,-2.827584083333333,-0.06911503837897544,-0.19477874452256716,0.17872171540421936
1403637133588318976,49.815893,543.7175994674341,9.986438583333333,-0.42495483333333334,-3.178989041666666,-0.12077678423800758,-0.124965574442794,0.09005898940290741
1403637133638319104,48.928023,566.9091153594354,10.386876791666666,-0.392266,-3.415983083333333,-0.10262536001726656,-0.07609635538695278,0.0879645943005142
1403637133688318976,50.82941,505.63638219767853,10.386876791666666,-0.7273265416666667,-3.546738416666667,-0.11100294042683936,-0.01117010721276371,0.01884955592153876
1403637133738319104,49.901247,438.83208714258893,10.730109541666666,-0.6701210833333332,-3.6121160833333334,-0.09494591130849153,0.027925268031909273,0.0614355896702004
1403637133788318976,49.925327,395.6025251368385,11.073342291666666,-0.34323275000000003,-2.9338227916666666,-0.18989182261698306,0.0027925268031909274,0.07888888219014369
1403637133838319104,58.138609,375.5016091269175,10.983448000000001,-0.6210878333333334,-3.4404997083333333,-0.2199114857512855,-0.07819075048934597,0.11588986233242347
1403637133888318976,41.855097,380.99379694816474,11.310336333333332,-0.8744262916666666,-3.759215833333333,-0.13823007675795088,-0.09005898940290741,0.19268434942017396
1403637133938319104,50.171376,412.97655914476263,10.664731875,-0.7028099166666667,-3.6284604999999996,-0.1291543646475804,-0.05515240436302082,0.11938052083641214
1403637133988318976,49.82376,387.13856668545475,9.643205833333333,-0.6292600416666666,-3.2361945,-0.18919369091618532,0.014660765716752367,0.03420845333908886
1403637134038319104,50.116063,414.78776092628306,9.651378041666666,-0.3759215833333333,-3.3015721666666664,-0.1270599695451872,0.041887902047863905,-0.02583087292951608
1403637134088318976,57.760238,392.8247746722085,9.103840083333333,-0.6782932916666666,-3.1544724166666662,-0.20874137853852182,0.059341194567807204,-0.039793506945470715
1403637134138319104,41.886092,374.8012880294906,8.850501625,-0.22882183333333334,-2.582417833333333,-0.24644049038159932,0.10192722831646883,-0.10332349171806432
1403637134188318976,49.947738,331.262789488079,9.471589458333332,-0.318716125,-2.9583394166666666,-0.24504422698000386,0.21851522234969004,-0.06771877497737998
1403637134238319104,50.386667,295.7307706900906,8.253930416666666,-0.15527195833333335,-2.69682875,-0.14800392056911915,0.3225368457685521,0.0
1403637134288318976,49.722672,301.91044120597843,7.690048041666667,0.22882183333333334,-2.2473572916666664,-0.04677482395344803,0.36861353802120245,0.07609635538695278
1403637134338319104,50.144911,319.7578547883513,7.60015375,0.10623870833333333,-1.9695022083333333,-0.009075712110370514,0.39025562074593206,0.07749261878854824
1403637134388318976,49.722194,353.5186705167905,6.668522,0.04086104166666667,-1.6753027083333332,-0.08517206749732328,0.33161255787892263,0.13683381335635544
1403637134438319104,50.083399,462.58081202969674,6.235394958333333,-0.08989429166666667,-1.22583125,-0.027925268031909273,0.23736477827122882,0.2743657584135086
1403637134488318976,57.607651,802.398265670854,6.251739374999999,0.3350605416666666,-1.201314625,-0.050963614158234416,0.08237954069413235,0.24294983187761068
1403637134538319104,42.586327,830.5509749606839,6.03108975,0.2778550833333333,-1.1849702083333333,-0.0013962634015954637,-0.05585053606381855,0.19198621771937624
1403637134588318976,49.496173,525.4988645255969,6.537766666666666,-0.016344416666666667,-1.4464808749999998,-0.0991347015132779,-0.1759291886010284,-0.005585053606381855
